HSCODE,DESCRIPTION,CD,RD,SD,VAT,AIT,AT,FIXED
29397200,"Cocaine, ecgonine; salts, esters and other derivatives thereof",10,0,0,15,5,5,37
29397910,Other,0,0,0,15,5,5,25
29397990,Other,10,0,0,15,5,5,37
29398000,Other,10,0,0,15,5,5,37
29400000,"SUGARS, PURE (EXCL. GLUCOSE, ETC); SUGAR ETHERS AND SALTS, ETC",10,0,0,15,5,5,37
29411000,Penicillins And Derivatives With A Penicillanic Acid Structure; Salts,0,0,0,15,5,5,25
29412000,Streptomycins And Their Derivatives; Salts Thereof,0,0,0,15,5,5,25
29413000,Tetracyclines And Their Derivatives; Salts Thereof,0,0,0,15,5,5,25
29414000,Chloramphenicol And Its Derivatives; Salts Thereof,0,0,0,15,5,5,25
29415010,ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,15,0,0,15,5,5,43
29415090,ANTIBIOTICS EXCL.ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,0,0,0,15,5,5,25
29419011,AZITHROMYCIN,15,0,0,15,5,5,43
29419019,AZITHROMYCIN,5,0,0,15,5,5,31
29419090,"ANTIBIOTICS, NES",0,0,0,15,5,5,25
29420010,"Daclatasvir HCL, Dasabuvir, Ledipasvir, Ombitasvir, Partitaprevir, Rito...Velpatasvir",0,0,0,0,5,5,10
29420090,"Other Organic Compounds,Nes",5,0,0,15,5,5,31
30012000,Extracts Of Glands Or Other Organs Or Of Their Secretions,0,0,0,0,5,5,10
30019000,"OTHER GLANDS AND OTHER ORGANS, EXCL.GLANDS AND OTHER ORGANS..,EXCL. EXTR",0,0,0,0,5,5,10
30021200,Antisera and other blood fractions,0,0,0,0,5,0,5
30021300,"Immunological products, unmixed, not put up in measured doses or in forms or packin",0,0,0,0,5,0,5
30021400,"Immunological products, mixed, not put up in measured doses or in forms or packings",0,0,0,0,5,0,5
30021500,"Immunological products, put up in measured doses or in forms or packings for retail",0,0,0,0,5,0,5
30024100,Vaccines for human medicine,0,0,0,15,0,5,20
30024200,Vaccines for veterinary medicine,0,0,0,0,5,5,10
30024900,"Vaccines, NES",0,0,0,15,5,5,25
30025100,"Cell cultures, whether or not modified , Cell therapy products",0,0,0,15,5,5,25
30025900,"Cell cultures, whether or not modified, EXC.Cell therapy products",0,0,0,15,5,5,25
30029010,Saxitoxin,0,0,0,0,5,0,5
30029020,Ricin,0,0,0,0,5,0,5
30029090,Other,0,0,0,0,5,0,5
30031000,"Medicaments Containing Penicillins..Or Streptomycins..,Not For Retail Sale",5,0,0,0,5,0,10
30032000,"Medicaments Containing Other Antibiotics, ....Not For Retail Sale",5,0,0,0,5,0,10
30033100,"Insulin, Not For Retail Sale",0,0,0,0,5,0,5
30033910,"Anti-malaria-TB-cancer-leprosy,cardiovascular,anti-hepatic drug kidney dialysis solu.",0,0,0,0,5,0,5
30033990,"Excl..Anti-malaria-TB-cancer...cardiovascular,anti-hepatic drug kidney dialysis solu.",5,0,0,0,5,0,10
30034100,"Other, containing alkaloids or derivatives thereof containing ephedrine or its salts",5,0,0,0,5,0,10
30034200,"Other, containing alkaloids or derivatives thereof, containing pseudoephedrine (inn)",5,0,0,0,5,0,10
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
30034300,"Other, containing alkaloids or derivati..thereof containing norephedrine or its salts",5,0,0,0,5,0,10
30034910,"Anti-malaria, anti-TB, anti-cancer, anti-leprosy, cardiovascular and anti-hepatic en",0,0,0,0,5,0,5
30034990,"Medicaments (Excl. goods of heading No. 3002 .... not for retails sale, NES",5,0,0,0,5,0,10
30036000,"Other, containing antimalarial active principles described in Subheading Note 2 ...",0,0,0,15,5,5,25
30039010,Other Medicaments With>=2 Constitu..Containing More Then 15%Absolt.Alcohol,25,3,0,15,5,5,58.6
30039091,"Other Anti-Malaria,Anti-Tb,A.-Leprosy Cardiovascular & A.-Hepatic Encep...",0,0,0,0,5,0,5
30039099,"Other medicaments with >=2 constituents, not for retail sale, nes",5,0,0,0,5,0,10
30041000,"Medicaments Of Penicillins... Or Streptomycins..., For Retail Sale",5,0,0,0,5,0,10
30042010,"Mycophenolate mofetil, mycophenolate sodium, ciclosporin",0,0,0,0,5,0,5
30042090,"Other than Mycophenolate mofetil, mycophenolate sodium, ciclosporin",5,0,0,0,5,0,10
30043100,"Medicaments Containing Insulin, For Retail Sale",0,0,0,0,5,0,5
30043200,"Medicaments Containing Adrenal Cortical Hormones, For Retail Sale",5,0,0,0,5,0,10
30043910,"Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic encephal opathy drugs/Kidney dl",0,0,0,0,5,0,5
30043990,"Excl.Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic..opathy drugs/Kidney dialys",5,0,0,0,5,0,10
30044100,"Other, containing alkaloids or derivatives thereof",5,0,0,0,5,0,10
30044200,"Other, containing alkaloids or derivatives thereof",5,0,0,15,5,0,25.75
30044300,"Other, containing alkaloids or derivatives thereof",5,0,0,15,5,0,25.75
30044910,Other,0,0,0,0,5,0,5
30044990,Other,5,0,0,0,5,0,10
30045000,Other Medicaments Containing Vitamins Or Otr Prod.Of 29.36 For Retail Sale,5,0,0,0,5,0,10
30046000,"Other, containing antimalarial active principles described in Subheading Note 2...",0,0,0,15,5,5,25
30049010,Oth.Medicaments Of Mixe...Containing More Than 15% Of Absolute Alcohol,25,3,0,15,5,5,58.6
30049020,"Homeopathic, Biochemic, Ayurvedic, ......mide, bupivacaine, procaine, kaetamine hydr",5,0,0,0,5,0,10
30049091,"Antimalaria, antiTB, anticancer, ... Kidney dialysis solution; Drugs for thalassaemia",0,0,0,0,5,0,5
30049099,"Other(excl.anti-malaria, anti-TB, anti-leprosy....and kidney dialysis solution",5,0,0,15,5,5,31
30051000,ADHESIVE DRESSINGS AND OTHER ARTICLES HAVING AND ADHESIVE LAYER,10,0,0,15,5,5,37
30059000,"Wadding, Gauze, Etc With Pharmaceutical Substances For Retail Sale, Nes",10,0,0,15,5,5,37
30061000,"Sterile Surgical Catgut,Materrials For Surgi.Sutures;Laminaria;Absor.Haem.",5,0,0,15,5,5,31
30063000,Opacifying Preparations For X-Ray Examinations; Diagnostic Reagents...,5,0,0,15,5,5,31
30064000,Dental cements and other dental fillings; bone reconstruction cements,5,0,0,15,5,5,31
30065000,First-Aid Boxes And Kits,5,10,0,15,5,5,43
30066000,CHEMICAL CONTRACEPTIVE PREPARATIONS BASED ON HORMONES ON OTH. PROD. O,0,0,0,0,0,5,5
30067000,GEL PREPARATIONS DESIGNED TO BE USED IN HUMAN OR VETE..MEDICAL INSTRUME,5,0,0,15,5,5,31
30069100,Appliances identifiable for ostomy use,5,0,0,15,5,5,31
30069200,Waste pharmaceuticals,5,0,0,15,5,5,31
30069300,"Placebos and blinded (or double-blinded) clinical trial kits, for a recognised clinic",5,0,0,15,5,5,31
31010000,Animal Or Vegetable Fertilizers,0,0,0,0,0,0,-
31021000,"Urea, Whether Or Not In Aqueous Solution",0,0,0,0,0,0,-
31022100,Ammonium Sulphate,0,0,0,0,5,5,10
31022900,Double Salts And Mixtures Of Ammonium Sulphate And Ammonium Nitrate,0,0,0,0,0,0,-
31023000,"Ammonium Nitrate, Whether Or Not In Aqueous Solution",0,0,0,0,0,0,-
31024000,Mixtures Of Ammonium Nitrate With Inorganic Non-Fertilizing Substances,0,0,0,0,0,0,-
31025000,Sodium Nitrate,0,0,0,0,0,0,-
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
31026000,Double Salts And Mixtures Of Calcium Nitrate And Ammonium Nitrate,0,0,0,0,0,0,-
31028000,Mixtures Of Urea And Ammonium Nitrate In Aqueous Or Ammoniacal Solution,0,0,0,0,0,0,-
31029000,"Mineral Or Chemical Fertilizers, Nitrogenous Including Mixtures , Nes",0,0,0,0,0,0,-
31031110,Superphosphates : Containing by weight 35 % or more ... Triple superphosphates,0,0,0,0,0,5,5
31031190,"Superphosphates : Containing by weight 35 % or more ...Excl,. Triple superphosphates",0,0,0,15,5,5,25
31031910,Other,25,3,0,15,5,5,58.6
31031990,Other,0,0,0,15,5,5,25
31039000,"Other Mineral Or Chemical Fertilizers, Phosphatic, Nes",0,0,0,0,0,5,5
31042000,Potassium Chloride,0,0,0,0,0,5,5
31043000,Potassium Sulphate,0,0,0,0,5,5,10
31049000,"Other Mineral Or Chemical Fertilizers, Potassic, Nes",0,0,0,0,5,5,10
31051000,Fertilizers... In Packages Of A Gross Weight =<10kg,0,0,0,0,0,5,5
31052000,"Mineral Or Chemical Fertilizers With Nitrogen, Phosphorus And Potassium",0,0,0,0,0,5,5
31053000,Diammonium Hydrogenorthophosphate (Diammonium Phosphate),0,0,0,0,0,5,5
31054000,Ammonium Dihydrogenorthophosphate (Monoammonium Phosphate) And Mixtures.,0,0,0,0,0,0,-
31055100,Mineral Or Chemical Fertilizers Containing Nitrates And Phosphates,0,0,0,0,5,5,10
31055900,"Other Mineral Or Chemical Fertilizers With Nitrogen And Phosphorus, Nes",0,0,0,0,0,5,5
31056000,"Mineral Or Chemical Fertilizers With Phosphorus And Potassium, Nes",0,0,0,0,0,5,5
31059000,"Other Fertilizers, Nes",0,0,0,0,0,5,5
32011000,Quebracho Extract,5,0,0,15,5,5,31
32012000,Wattle Extract,5,0,0,15,5,5,31
32019000,"Tanning extracts of vegetable origin; tannins and other derivatives, nes",5,0,0,15,5,5,31
32021000,Synthetic Organic Tanning Substances,5,0,0,15,5,5,31
32029000,"Inorganic Tanning Substances; Tanning Preparations..., Nes",5,0,0,15,5,5,31
32030000,"Colouring Matter Of Vege./Animal Origin,& Prepa..As Spec.In Not 3 Chp.32",5,0,0,15,5,5,31
32041100,Disperse Dyes And Preparations Based Thereon,5,0,0,15,5,5,31
32041200,Acid Dyes And Preparations; Mordant Dyes And Preparations,5,0,0,15,5,5,31
32041310,AZO DYES,25,3,0,15,5,5,58.6
32041390,Other basic dyes and preparation,5,0,0,15,5,5,31
32041400,Direct Dyes And Preparations Based Thereon,5,0,0,15,5,5,31
32041500,Vat Dyes And Preparations Based Thereon,5,0,0,15,5,5,31
32041600,Reactive Dyes And Preparations Based Thereon,5,0,0,15,5,5,31
32041700,Pigments And Preparations Based Thereon,5,0,0,15,5,5,31
32041800,Carotenoid colouring matters and preparations based thereon,5,0,0,15,5,5,31
32041900,Other Synthetic Organic Coloring Matter(Inc.Mixtrs) Of Prods 320411-320419,5,0,0,15,5,5,31
32042000,Synthetic Organic Products Used As Fluorescent Brightening Agents,5,0,0,15,5,5,31
32049000,Synthetic Organic Products Used As Luminophores,5,0,0,15,5,5,31
32050000,Colour Lakes; Preparations Based On Colour Lakes As Specified In Note 3,5,0,0,15,5,5,31
32061100,"Pigments & Preparatns Based On Titanium Dioxide,Cont.=>80%Titanium Dioxide",5,0,0,15,5,5,31
32061910,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",15,0,0,15,5,5,43
32061920,Color master batch,15,0,0,15,5,5,43
32061990,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",15,0,0,15,5,5,43
32062000,Pigments And Preparations Based On Chromium Compounds,5,0,0,15,5,5,31
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
32064100,Ultramarine And Preparations Based On Other Colouring Matter,5,0,0,15,5,5,31
32064200,Lithopone And Other Pigments And Preparations Based On Zinc Sulphide,5,0,0,15,5,5,31
32064900,"Other Colouring Matter; Preparations As Specified In Note 3, Nes",5,0,0,15,5,5,31
32065000,Inorganic Products Of A Kind Used As Luminophores,5,0,0,15,5,5,31
32071000,"Prepared Pigments, Opacifiers & Colours... For Ceramics And Glass Ind.Etc",5,0,0,15,5,5,31
32072000,"Vitrifiable Enamels And Glazes, Englobes And Similar Preparations",5,0,0,15,5,5,31
32073000,LIQUID LUSTRES AND SIMILAR PREPARATIONS,5,0,0,15,5,5,31
32074000,"GLASS FRIT AND OTHER GLASS,IN THE FORM OF GRANULES OR FLAKES",5,0,0,15,5,5,31
32081020,Insulating varnish for copper wire,25,3,0,15,5,5,58.6
32081090,"Other Paints Based On Polyesters, In A Non-Aqueous Medium",25,3,30,15,5,5,104.68
32082091,Cover coat/medium,25,3,0,15,5,5,58.6
32082099,"Other Paints Based On Acrylic Or Vinyl Polymers, In A Non-Aqueous Medium",25,3,30,15,5,5,104.68
32089020,Heat Sealable Lacquers,25,3,0,15,5,5,58.6
32089030,Coating materials,25,3,0,15,5,5,58.6
32089090,"Other Paints And Varnishes, In A Non-Aqueous Medium, Nes",25,3,30,15,5,5,104.68
32091000,Based on acrylic or vinyl polymers,25,3,30,15,5,5,104.68
32099020,Heat Sealable Lacqers,25,3,0,15,5,5,58.6
32099030,Coating materials,25,3,0,15,5,5,58.6
32099090,"Other Paints And Varnishes, In An Aqueous Medium, Nes",25,3,30,15,5,5,104.68
32100020,Prepared Water Pigments Of A Kind Used For Finishing Leather For Cleaning.,25,3,30,15,5,5,104.68
32100090,Other Paints & Varnishes,25,3,30,15,5,5,104.68
32110000,Prepared Driers,10,0,0,15,5,5,37
32121000,Stamping Foils,10,0,0,15,5,5,37
32129000,"PIGMENTS(INCL.METALIC..) DISPERSED IN NON AQUEOUS MEDIA..,EXCL. STAMPING F",10,0,0,15,5,5,37
32131000,Colours in sets,10,0,0,15,5,5,37
32139000,"Artists', Students' Or Signboard Painters' Colours In Packings, Nes",10,0,0,15,5,5,37
32141000,"GLAZIERS PUTTY,GRAFTING PUTTY, RESIN CEMENTS, CAULKING COMPOUNDS AND OT",25,3,0,15,5,5,58.6
32149000,Non-Refractory Surfacing Preparations,25,3,0,15,5,5,58.6
32151100,"Black printing ink, whether or not concentrated or solid",25,3,0,15,5,5,58.6
32151900,"Other printing ink, whether or not concentrated or solid (excl. black)",25,3,0,15,5,5,58.6
32159010,Inkjet Refill In Injectable Form,25,3,0,0,5,5,39.4
32159020,Writing Ink,25,3,0,0,5,5,39.4
32159030,Inkjet Refill in injectable form,25,3,0,15,5,5,58.6
32159090,"Other Ink,Wheterh Or Not Concentrated Or Solid(Ex.Ink For Ball Points Pens",25,3,0,15,5,5,58.6
33011200,Essential Oils Of Orange (Incl. Concretes And Absolutes),25,3,0,15,5,5,58.6
33011300,Essential Oils Of Lemon (Incl. Concretes And Absolutes),25,3,0,15,5,5,58.6
33011900,"Essential Oils Of Citrus Fruit (Incl. Concretes And Absolutes), Nes",25,3,0,15,5,5,58.6
33012400,Essential Oils Of Peppermint (Incl. Concretes And Absolutes),25,3,0,15,5,5,58.6
33012500,"Essential Oils Of Mints (Incl. Concretes And Absolutes), Nes",25,3,0,15,5,5,58.6
33012900,"Essential Oils (Incl. Concretes And Absolutes), Nes",25,3,0,15,5,5,58.6
33013000,Resinoids,25,3,0,15,5,5,58.6
33019000,"Concentrates of essential oils in fats... aqueous distillates, extracted oleoresins etc",25,3,0,15,5,5,58.6
33021010,"Of a kind used in beve. and food indus., cont. alcohol <0.5 absolute per volume or free",25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
33021090,Mix. Of Odoriferous Subs. Excl. Those Used In Bev. Industries,25,3,0,15,5,5,58.6
33029000,Mixtures/With Basis Of Odorifer'S Subst'S Inc.Alc.Sol'S For Use In Ind Nes,25,3,0,15,5,5,58.6
33030000,Perfumes And Toilet Waters,25,20,30,15,20,5,146.2
33041000,Lip Make-Up Preparations,25,20,45,15,5,5,157.3
33042000,Eye Make-Up Preparations,25,20,45,15,5,5,157.3
33043000,Manicure Or Pedicure Preparations,25,20,45,15,5,5,157.3
33049100,"Powders,Whether Or Not Compressed,For Beauty/Makeup/Skin Care/Preparation",25,20,45,15,5,5,157.3
33049910,"Powders, wheth er or not compressed, for cosmetic --face and/or skin cream",25,20,45,15,5,5,157.3
33049920,"Beauty, make-up, skin-care (incl. suntan), nes...Moisture Lotion",25,20,45,15,5,5,157.3
33049930,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly",25,20,45,15,5,5,157.3
33049990,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly... than other",25,20,45,15,5,5,157.3
33051000,Shampoos,25,20,60,15,5,5,183.4
33052000,Preparations For Permanent Waving Or Straightening,25,20,60,15,5,5,183.4
33053000,Hair Lacquers,25,20,60,15,5,5,183.4
33059000,"Preparations For Use On The Hair, Nes",25,20,60,15,5,5,183.4
33061000,Dentifrices,25,20,20,15,5,5,113.8
33062000,"Yarn Used To Clean Between Teeth (Dental Floss),Individual Retail Packages",25,20,0,15,5,5,79
33069000,"Preparations For Oral Or Dental Hygiene (Incl. Denture Fixative), Nes",25,20,20,15,5,5,113.8
33071000,"Pre-Shave, Shaving Or After-Shave Preparations",25,20,30,15,5,5,131.2
33072000,Personal Deodorants And Antiperspirants,25,20,30,15,5,5,131.2
33073000,Perfumed Bath Salts And Other Bath Preparations,25,20,30,15,5,5,131.2
33074100,Agarbatti And Other Odiferous Preparations Which Operate By Burning,25,20,30,15,5,5,131.2
33074900,"Preparations For Deodorizing Rooms, Nes",25,20,30,15,5,5,131.2
33079000,"OTH.PREPARATIONS FOR PERFUMING, EXCL.(PRE-SHAVE..,PERSONAL..,PERFUMED BAT",25,20,30,15,5,5,131.2
34011100,"Soap And Organic Surface-Active Products In Bars, Etc, For Toilet Use",25,20,60,15,5,5,183.4
34011900,"Soap And Organic Surface-Active Products In Bars, Etc, Nes",25,20,60,15,5,5,183.4
34012000,SOAP IN OTHER FORMS,25,20,60,15,5,5,183.4
34013000,"ORGNC.SRFC.ACTIVE PROD.&PREPARATION FOR WASHING THE SKIN,IN THE FORM OF",25,20,60,15,5,5,183.4
34023100,Anionic organic surface-active ageLinear alkylbenzene sulphonic acids and their salts,10,0,0,15,5,5,37
34023910,Chips of Sodium Isethionate,25,3,0,15,5,5,58.6
34023990,Other than Chips of Sodium Isethionate,10,0,0,15,5,5,37
34024100,"Other organic surface-active agents, whether or not put up for retail sale :, Cationi",10,0,0,15,5,5,37
34024210,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",10,0,0,0,5,5,20.5
34024290,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",10,0,0,15,5,5,37
34024910,"Other organic surface-active agents, NES",10,0,0,15,5,5,37
34024990,"Other organic surface-active agents, NES",10,0,0,15,5,5,37
34025000,Preparations put up for retail sale,25,3,30,15,5,5,104.68
34029010,Detergents,25,3,30,15,5,5,104.68
34029020,Cleaning preparation,25,3,0,15,5,5,58.6
34029090,Washing & Cleaning Preparations (Excl. Detergents),25,3,0,15,5,5,58.6
34031100,Lub.Preparations For Treatement Of Tex.Leather Etc With=<70% Petroleum Oil,5,0,0,15,5,5,31
34031900,"Other Lubricating Preparations, With =<70% Petroleum Oil, Nes",10,0,0,15,5,5,37
34039100,"Lub.Preparations For Treatement Of Tex. Leather Etc, Nes",5,0,0,15,5,5,31
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
34039910,Compressor oil,10,0,0,15,5,5,37
34039920,Semi-synthetic lubricating oil,15,5,0,15,5,5,49
34039930,Synthetic lubricating Oil,15,5,0,15,5,5,49
34039990,"Other Lubricating Preparations, Nes",10,0,0,15,5,5,37
34042000,Artificial Waxes Of Polyethylene Glycol,10,0,0,15,5,5,37
34049010,Other Waxes,10,0,0,15,5,5,37
34049090,"Artificial Waxes And Prepared Waxes, Nes",10,0,0,15,5,5,37
34051000,"Polishes, Creams And Similar Preparations For Footwear Or Leather",25,3,20,15,5,5,89.32
34052000,"Polishes,Cream.&Similar Prepa.For Mainten. Of Woodwork Woden Fur.Flo.&Othr",25,3,0,15,5,5,58.6
34053000,Polishes And Similar Preparations For Coachwork (Excl. Metal Polishes),25,3,0,15,5,5,58.6
34054000,Scouring Pastes And Powders And Other Scouring Preparations,25,3,0,15,5,5,58.6
34059010,Polishes and other preparations used in the finishing (including electroplating) of met,10,0,0,15,5,5,37
34059090,"Other polishes, creams and similar preparations, nes",25,3,0,15,5,5,58.6
34060000,"Candles, Tapers And The Like",25,3,0,15,5,5,58.6
34070000,"Modelling Pastes; Dental Wax And Impression Compounds, For Retail Sale",25,3,0,15,5,5,58.6
35011000,Casein,5,0,0,15,5,5,31
35019000,Caseinates And Other Casein Derivatives; Casein Glues,5,0,0,15,5,5,31
35021100,"Egg Albumin,Dried",10,0,0,15,5,5,37
35021900,Egg Albumin(Excluding Dried Egg Albumin),10,0,0,15,5,5,37
35022000,"Milk Albumin, Including Concentrates Of Two Or More Whey Proteins",10,0,0,15,5,5,37
35029000,"Albumins (excl. egg albumin and milk albumin), albuminates and other derivatives",10,0,0,15,5,5,37
35030010,Ultrasound And Ecg Gel,5,0,0,15,5,5,31
35030090,"Gelatin and derivatives; isinglass; glues of animal origin, nes",10,0,0,15,5,5,37
35040000,"Peptones/protein substances and derivatives, nes; hide powder",10,0,0,15,5,5,37
35051000,Dextrin and other modified starches,5,15,0,15,5,5,49
35052000,"Glues Based On Starches, Dextrins Or Other Modified Starches",5,15,0,15,5,5,49
35061000,"Products Put Up As Glues Or Adhesives For Retail Sale, =<1kg",25,15,0,15,5,5,73
35069110,Elastic/construction glue,25,15,0,15,5,5,73
35069190,Adhesives Based On Rubber Or Plastic (Incl. Artificial Resins),25,15,0,15,5,5,73
35069900,Stripping chemical,25,15,0,15,5,5,73
35071000,Rennet And Concentrates Thereof,10,0,0,15,5,5,37
35079010,Streptokinase,0,0,0,0,5,0,5
35079090,Other than Streptokinase,10,0,0,15,5,5,37
36010000,Propellent Powders,25,0,30,15,5,5,100
36020000,"Prepared Explosives, (Excl. Propellent Powders)",25,3,30,15,5,5,104.68
36031000,Safety fuses,25,3,0,15,5,5,58.6
36032000,Detonating cords,25,3,0,15,5,5,58.6
36033000,Percussion caps,25,3,0,15,5,5,58.6
36034000,Detonating caps,25,3,0,15,5,5,58.6
36035000,Igniters,25,3,0,15,5,5,58.6
36036000,Electric detonators,25,3,0,15,5,5,58.6
36041000,Fireworks,25,3,30,15,5,5,104.68
36049000,Signalling Flares... And Other Pyrotechnic Articles (Excl. Fireworks),25,0,30,15,5,5,100
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
36050000,Matches (Excl. Pyrotechnic Articles Of 36.04),25,3,20,15,5,5,89.32
36061000,"Liquid Or Liquefied-Gas Fuels In Containers, For Lighters, =<300cm3",10,0,0,15,5,5,37
36069000,"Ferro-Cerium, Pyrophoric Alloys; Articles Of Combustible Materials, Nes",10,0,0,15,5,5,37
37011000,"Photographic Plates... For X-Ray, In The Flat, Unexposed",5,0,0,15,5,5,31
37012000,"Instant Print Flat Film, Unexposed",10,0,0,15,5,5,37
37013000,"Other plates and film, with any side exceeding 255 mm",15,0,0,15,5,5,43
37019100,"PHOTOGRAPHIC PLATES..., IN THE FLAT FOR COLOUR PHOTOGRAPHY, UNEXPOSED",10,0,0,15,5,5,37
37019900,"Photographic plates and film, in the flat (excl. for colour), unexposed",10,0,0,15,5,5,37
37021000,"Photographic Film In Rolls, For X-Ray, Unexposed",5,0,0,15,5,5,31
37023100,"Photographic For Color Photos Film,In Rolls,Non-Perforated,",10,0,0,15,5,5,37
37023200,"Photo Film,In Rolls,Non-Perforated, With Silver... Emulsion, Width =<105mn",10,0,0,15,5,5,37
37023900,"Photo Film, In Rolls, Non-Perforated, Of Width =<105mm",10,0,0,15,5,5,37
37024100,"Color Photo Film, In Rolls, Non-Perforated, Width >610mm And Length >200mm",10,0,0,15,5,5,37
37024200,"Photo Film,In Rolls,Non-Perforated,Width >610mm Length >200m(Excl. Colour)",10,0,0,15,5,5,37
37024300,"Photo Film, In Rolls, Non-Perforated, Width >610mm And Length =<200m",10,0,0,15,5,5,37
37024400,"Photo Film, In Rolls, Non-Perforated, Width >105mm But =<610mm",10,0,0,15,5,5,37
37025200,"OTH. FILM, FOR COLOUR.., OF A WIDTH NOT EXCEEDING 16MM",10,0,0,15,5,5,37
37025300,"Color Photo Slide Film, In Rolls, Width >16mm But =<35mm, Length =<30m",10,0,0,15,5,5,37
37025400,"OTH. FILM, FOR COLOUR..,OF A WIDTH EXCE.16MM BUT NOT EXCE.35MM AND OF..NO",10,0,0,15,5,5,37
37025500,"OTH. FILM, FOR COLOUR..,OF A WIDTH EXCE.16MM BUT NOT EXCE.35MM AND OF.. EX",10,0,0,15,5,5,37
37025600,"OTH. FILM, FOR COLOUR..,OF A WIDTH EXCEEDING 35MM",10,0,0,15,5,5,37
37029600,Other Photographic film Of a width not exceeding 35 mm and of a length not exceedin,10,0,0,15,5,5,37
37029700,Other Photographic film Of a width not exceeding 35 mm and of a length exceeding 30,10,0,0,15,5,5,37
37029800,Other Photographic film Of a width exceeding 35 mm,10,0,0,15,5,5,37
37031000,"PHOTOGRAPHIC PAPER, PAPERBOARD AND TEXTILES..,IN ROLLS OF A WIDTH EXCEEDIN",25,3,0,15,5,5,58.6
